,TITLE,REGION,SPECIFIC REGION,HIGHEST,lat,lon,COAST,RIVERS,LAKES,WATERFALLS,OLD GROWTH,FALL FOLIAGE,WILDFLOWERS/MEADOWS,MOUNTAIN VIEWS,SUMMITS,WILDLIFE,RIDGES,ESTABLISHED CAMPSITES,DIFFICULTY,LABEL
169,North Fork Skokomish River,Olympic Peninsula,Hood Canal,4688.0,47.51569352,-123.3295155,0,1,0,0,0,0,0,1,0,0,1,1,very strenuous,8
170,Forest Lake,Mount Rainier Area,NE - Sunrise/White River,6920.0,46.91461667,-121.6423333,0,0,1,0,0,0,1,1,0,1,1,1,moderately strenuous,8
171,Pratt River Trail,Snoqualmie Region,North Bend Area,2240.0,47.53115449,-121.5869594,0,1,0,0,1,1,0,0,0,0,0,0,strenuous,1
172,High Lakes Loop,Mount Rainier Area,SW - Longmire/Paradise,5425.0,46.76809549,-121.7288217,0,0,1,0,0,1,1,1,0,0,1,0,moderate,11
173,West Elwha,Olympic Peninsula,Pacific Coast,650.0,48.03177536,-123.595899,0,1,0,0,0,0,1,0,0,1,0,0,moderate,13
174,Summerland - Panhandle Gap,Mount Rainier Area,NE - Sunrise/White River,6800.0,46.88836667,-121.6110333,0,0,1,1,1,1,1,1,0,1,1,1,very strenuous,10
175,Paddy-Go-Easy Pass,Snoqualmie Region,Salmon La Sac/Teanaway,6080.0,47.5329,-121.0825833,0,0,0,0,0,0,1,1,0,0,1,0,strenuous,11
176,Hope and Mig Lakes,Central Cascades,Stevens Pass - West,4650.0,47.7128,-121.1073167,0,0,1,0,0,0,0,0,0,0,0,0,moderately strenuous,12
177,Gold Mountain,Olympic Peninsula,Kitsap Peninsula,1687.0,47.5521027,-122.8276171,0,0,0,0,0,1,1,1,1,1,0,0,moderate,0
178,Indian Henry's Hunting Ground via Tahoma Creek,Mount Rainier Area,SW - Longmire/Paradise,5400.0,46.7500413,-121.8129923,0,0,1,0,0,0,1,1,0,1,1,0,very strenuous,11
179,Hidden Forest Trail,Issaquah Alps,Tiger Mountain,2340.0,47.49995171,-122.0217665,0,0,0,0,0,1,0,1,0,0,0,0,strenuous,7
180,Hobart - Middle Tiger Railroad Trail,Issaquah Alps,Tiger Mountain,2180.0,47.48081719,-121.9663176,0,0,0,0,0,1,1,1,0,1,0,0,strenuous,7
181,High School Trail,Issaquah Alps,Tiger Mountain,480.0,47.5192503,-122.0298375,0,0,0,0,0,1,1,0,0,1,0,0,easy,7
182,Golden Gate,Mount Rainier Area,SW - Longmire/Paradise,6400.0,46.78603333,-121.7349833,0,0,0,1,0,1,1,1,0,1,0,0,moderate,2
183,Fort Steilacoom Park,Puget Sound and Islands,Seattle-Tacoma Area,376.0,47.17741803,-122.5591689,0,0,1,0,0,0,1,1,0,0,0,0,easy,12
184,Tahoma Creek Suspension Bridge - Emerald Ridge Loop,Mount Rainier Area,SW - Longmire/Paradise,5600.0,46.8379564,-121.89704,0,0,0,0,0,0,0,1,0,0,0,0,very strenuous,5
185,Federation Forest State Park,Mount Rainier Area,Chinook Pass - Hwy 410,1800.0,47.15295296,-121.7005348,0,1,0,0,1,0,0,0,0,0,0,0,easy,1
186,Dumbbell Lake,South Cascades,White Pass/Cowlitz River Valley,5600.0,46.64505,-121.382367,0,1,1,0,1,1,1,1,0,1,0,1,very strenuous,8
187,Dirty Harry's Museum,Snoqualmie Region,Snoqualmie Pass,3100.0,47.4342752,-121.6326678,0,0,0,0,0,0,0,0,0,0,0,0,strenuous,9
188,Cramer Mountain Loop,South Cascades,White Pass/Cowlitz River Valley,6000.0,46.64473333,-121.3822667,0,0,1,0,0,1,1,0,0,1,0,0,very strenuous,12
189,Griffiths-Priday State Park - Copalis River Spit,Southwest Washington,Long Beach Area,25.0,47.114137,-124.177076,1,1,0,0,0,0,0,0,0,1,0,0,easy,3
190,Carter Falls,Mount Rainier Area,SW - Longmire/Paradise,3650.0,46.76620587,-121.792717,0,1,0,1,1,0,1,1,0,0,0,0,moderate,2
191,Capitol State Forest - Capitol Peak,Olympic Peninsula,Olympia,2659.0,46.9731078,-123.1380272,0,0,0,0,0,0,0,1,1,0,0,0,strenuous,6
192,Boulder Lake,Central Cascades,Stevens Pass - West,3700.0,47.9703119,-121.5560001,0,0,1,0,1,0,0,0,0,0,0,1,very strenuous,8
193,Bus Trail,Issaquah Alps,Tiger Mountain,500.0,47.5297428,-121.9961387,0,0,0,0,0,0,0,0,0,0,0,0,easy,9
194,Bootleg Trail,Issaquah Alps,Tiger Mountain,2200.0,47.5303687,-121.9436016,0,0,0,0,0,0,0,0,0,0,0,0,moderately strenuous,9
195,Blake Island State Park,Puget Sound and Islands,Seattle-Tacoma Area,190.0,47.54231774,-122.4829044,1,0,0,0,1,1,0,1,0,1,0,1,moderate,3
196,Island Crest Park,Puget Sound and Islands,Seattle-Tacoma Area,325.0,47.55145366,-122.2234771,0,0,0,0,1,1,1,0,0,1,0,0,easy,7
197,Herringbone Hill,North Cascades,Methow/Sawtooth,3152.0,48.46506313,-120.2612342,0,0,0,0,0,0,0,1,1,1,0,0,easy,6
198,Loch Katrine,Snoqualmie Region,North Bend Area,3000.0,47.64924805,-121.6457316,0,1,1,0,0,0,1,1,0,1,0,0,moderately strenuous,12
199,Trillium Community Forest,Puget Sound and Islands,Whidbey Island,260.0,48.05010133,-122.5678968,0,0,1,0,0,1,1,0,0,1,0,0,easy,7
200,Northway Trail,Mount Rainier Area,Chinook Pass - Hwy 410,6800.0,46.96153796,-121.4830184,0,0,0,0,0,0,1,1,1,0,0,0,very strenuous,6
201,Evergreen State College - Organic Farm Trail,Olympic Peninsula,Olympia,230.0,47.07081897,-122.9782803,0,0,0,0,0,1,1,0,0,1,0,0,easy,7
202,Colquhoun Peak,Mount Rainier Area,Chinook Pass - Hwy 410,5173.0,47.132167,-121.4598,0,0,0,0,0,0,0,0,1,0,0,0,easy,6
203,Whidbey Institute,Puget Sound and Islands,Whidbey Island,420.0,47.97806369,-122.4103281,0,0,1,0,1,0,1,0,0,1,0,0,moderate,1
204,Dandy Pass Road Snowshoe,Snoqualmie Region,Snoqualmie Pass,2840.0,47.30629384,-121.3170909,0,0,0,0,0,0,0,1,0,0,0,0,moderate,5
205,Ragged Ridge,Eastern Washington,Spokane Area/Coeur d'Alene,5300.0,47.90459717,-117.1029498,0,0,0,0,1,1,1,1,1,1,1,0,very strenuous,0
206,Jacobson Preserve,Central Washington,Wenatchee,1440.0,47.41131669,-120.352639,0,0,0,0,0,0,1,0,1,1,0,0,easy,0
207,Zig Zag Lake,South Cascades,Mount St. Helens,4000.0,45.84643333,-122.1111667,0,0,1,0,1,0,0,0,0,1,0,0,easy,1
208,Windy Ridge Trail,South Cascades,Mount St. Helens,4200.0,46.24995,-122.13615,0,0,0,0,0,0,1,1,0,0,1,0,easy,11
209,Windy Pass,Central Cascades,Leavenworth Area,7200.0,47.53596428,-120.8135819,0,0,1,0,0,1,0,1,0,0,1,1,very strenuous,8
210,Bertha May and Granite Lakes,South Cascades,White Pass/Cowlitz River Valley,4400.0,46.705,-121.9319,0,0,1,0,0,1,0,1,0,0,0,0,moderate,12
211,Mill Gulch Trail,Snoqualmie Region,Cle Elum Area,3600.0,47.25624327,-120.7095391,0,0,0,0,0,0,0,0,0,0,0,0,moderate,9
212,Llandover Woods Greenspace,Puget Sound and Islands,Seattle-Tacoma Area,170.0,47.73411376,-122.361926,0,0,0,0,0,1,0,0,0,0,0,0,easy,7
213,South Hill Bluff,Eastern Washington,Spokane Area/Coeur d'Alene,2340.0,47.628567,-117.429667,0,0,0,0,0,0,1,0,0,1,0,0,moderately strenuous,13
214,Pickhandle Gap Loop,Mount Rainier Area,Chinook Pass - Hwy 410,6200.0,46.93693116,-121.4692372,0,0,1,0,0,0,1,1,0,0,1,0,strenuous,11
215,Lacamas Park - Round Lake to Lower Falls,Southwest Washington,Vancouver Area,200.0,45.6039446,-122.4071275,0,0,1,1,0,0,0,0,0,0,0,0,easy,2
216,Sperry Peak,North Cascades,Mountain Loop Highway,6120.0,48.0249788,-121.4779115,0,0,1,0,0,0,0,1,1,0,1,0,very strenuous,4
217,Anacortes Community Forest Lands - Big Beaver Pond,Puget Sound and Islands,Whidbey Island,450.0,48.49158277,-122.6363462,0,0,1,0,0,0,0,0,0,1,0,0,easy,12
218,Windy Ridge and Plains of Abraham,South Cascades,Mount St. Helens,4850.0,46.248917,-122.13615,0,0,0,0,0,0,1,1,0,0,1,0,strenuous,11
219,Palisades Park,Eastern Washington,Spokane Area/Coeur d'Alene,2200.0,47.66715124,-117.4876468,0,0,0,0,0,1,1,1,0,1,0,0,moderate,0
220,Ape Caves,South Cascades,Mount St. Helens,2450.0,46.10831667,-122.21145,0,0,0,0,0,0,0,0,0,0,0,0,easy,9
221,Weowna Park,Puget Sound and Islands,Seattle-Tacoma Area,320.0,47.60354441,-122.112329,0,0,0,0,1,1,0,0,0,1,0,0,moderate,7
222,Albert Camp,North Cascades,Pasayten,7700.0,48.9069201,-119.8271961,0,0,0,0,0,0,1,0,1,1,1,0,very strenuous,4
223,Billy Goat Loop,North Cascades,Pasayten,7500.0,48.78854503,-120.3178024,0,0,1,0,0,1,1,1,1,1,1,1,very strenuous,4
224,Hoh River Trail to Blue Glacier,Olympic Peninsula,Pacific Coast,4300.0,47.8594905,-123.9343548,0,1,1,1,1,0,1,1,0,1,0,0,very strenuous,2
225,Elbow Peak,Snoqualmie Region,Salmon La Sac/Teanaway,5710.0,47.29531667,-120.9649667,0,0,0,0,0,0,1,1,1,0,0,0,very strenuous,6
226,Yellow Hill,Snoqualmie Region,Salmon La Sac/Teanaway,5527.0,47.29553083,-120.9641075,0,0,0,0,0,0,1,1,0,0,0,0,very strenuous,5
227,Klonaqua Lakes,Central Cascades,Leavenworth Area,5200.0,47.61240018,-120.9499038,0,1,1,1,1,0,0,1,0,1,0,1,very strenuous,10
228,French Creek,Central Cascades,Leavenworth Area,6100.0,47.6294,-120.9653,0,1,0,0,0,0,0,1,0,1,1,0,very strenuous,11
229,Kraus Ridge,South Cascades,Mount St. Helens,2370.0,46.464933,-121.897383,0,0,0,0,1,1,0,0,0,1,1,0,moderately strenuous,7
230,Company Creek,Central Cascades,Entiat Mountains/Lake Chelan,6600.0,48.35222796,-120.7294035,0,1,0,0,0,0,0,1,1,0,1,0,very strenuous,4
231,Downey Creek,North Cascades,Mountain Loop Highway,2400.0,48.25953333,-121.2229333,0,1,0,0,1,0,0,0,0,0,0,1,strenuous,1
232,Sulphur Mountain,North Cascades,Mountain Loop Highway,6000.0,48.244667,-121.188833,0,0,0,0,1,0,1,1,1,0,0,0,very strenuous,6
233,Sulphur Creek,North Cascades,Mountain Loop Highway,2250.0,48.24983333,-121.1936167,0,1,0,0,1,0,0,0,0,0,0,0,moderate,1
234,Interlaken Park,Puget Sound and Islands,Seattle-Tacoma Area,325.0,47.63567439,-122.3038073,0,0,0,0,0,1,1,1,0,0,0,0,easy,7
235,Mouth of the Tucannon,Eastern Washington,Palouse and Blue Mountains,580.0,46.54112989,-118.1585008,0,1,0,0,0,0,0,0,0,1,0,0,easy,13
236,Cady Creek,Central Cascades,Stevens Pass - East,4300.0,47.85861228,-120.9636784,0,0,0,0,0,0,0,1,0,0,1,0,moderately strenuous,11
237,Two Dollar Trail,Puget Sound and Islands,Bellingham Area,1100.0,48.67522,-122.4833,0,0,1,1,1,1,0,0,0,0,0,0,moderate,2
238,Little Mountain Park - Darvill Loop,Puget Sound and Islands,Bellingham Area,934.0,48.38474257,-122.3095448,0,0,0,0,0,1,0,1,1,1,0,0,moderate,0
239,Blackbird Island - Waterfront Park,Central Cascades,Leavenworth Area,1100.0,47.59391689,-120.6626621,0,1,0,0,0,0,0,0,0,0,0,0,easy,13
240,Coyote Wall - Moab/Maui Loop,Southwest Washington,Columbia River Gorge - WA,900.0,45.6993461,-121.4148305,0,1,0,0,0,0,1,0,0,0,0,0,moderate,13
241,Lemah Meadow,Snoqualmie Region,Salmon La Sac/Teanaway,3250.0,47.462291,-121.2809809,0,1,0,0,0,0,1,1,0,0,0,0,easy,13
242,Goat Creek,Mount Rainier Area,Chinook Pass - Hwy 410,6473.0,46.91691229,-121.2336856,0,1,1,0,0,0,0,0,1,0,1,1,very strenuous,8
243,Toutle Trail - Kalama Horse Camp to Red Rock Pass,South Cascades,Mount St. Helens,3280.0,46.14294982,-122.3244327,0,1,1,0,1,0,0,0,0,0,1,0,strenuous,1
244,Kalaloch - Browns Point,Olympic Peninsula,Pacific Coast,25.0,47.61285,-124.3761667,1,0,0,0,0,0,0,0,0,0,0,0,easy,3
245,Blanchard Hill - Alternate Incline Trail,Puget Sound and Islands,Bellingham Area,1890.0,48.61716526,-122.3855495,0,0,0,0,0,0,0,1,0,0,0,0,moderate,5
246,Goat Mountain and Deadman's Lake,South Cascades,Mount St. Helens,5025.0,46.356333,-122.070033,0,0,1,0,0,0,1,1,1,0,0,0,very strenuous,6
247,Fishtrap Lake - Scroggie Loop,Eastern Washington,Spokane Area/Coeur d'Alene,2260.0,47.33346041,-117.777729,0,0,0,0,0,0,1,0,0,1,0,0,easy,13
248,Fallsview Canyon (Falls View),Olympic Peninsula,Hood Canal,400.0,47.78955,-122.9282833,0,1,0,1,0,1,0,0,0,1,0,0,easy,2
249,Squire Creek Pass via Eight-mile Trail,North Cascades,Mountain Loop Highway,4107.0,48.1573474,-121.6092789,0,0,0,0,1,0,1,1,0,0,1,0,strenuous,11
250,Deception Pass,Central Cascades,Stevens Pass - West,4500.0,47.54432242,-121.0973167,0,1,1,0,0,1,0,1,0,0,1,0,very strenuous,11
251,Deep Lake,South Cascades,Mount Adams Area,5100.0,46.04797783,-121.7548496,0,0,1,0,1,0,0,1,0,0,1,1,moderate,8
252,CCC Road: Lower Section,Snoqualmie Region,North Bend Area,1650.0,47.48644,-121.7103195,0,0,0,0,0,0,0,0,0,0,0,0,moderate,9
253,Catherine Creek - Natural Arch,Southwest Washington,Columbia River Gorge - WA,500.0,45.71085432,-121.3612461,0,1,0,0,0,1,1,0,0,0,0,0,easy,7
254,Bird Mountain Loop,South Cascades,Mount Adams Area,5230.0,46.0471,-121.75615,0,0,1,0,0,0,0,1,1,0,0,1,strenuous,6
255,Augspurger Trail,Southwest Washington,Columbia River Gorge - WA,3000.0,45.6991229,-121.7062141,0,1,0,0,0,0,1,1,0,0,0,0,very strenuous,13
256,Barnes Creek,Olympic Peninsula,Northern Coast,5090.0,48.0578167,-123.7884333,0,1,0,1,1,0,0,0,0,0,0,0,very strenuous,2
257,Dishman Hills Conservation Area - Flying L Trail,Eastern Washington,Spokane Area/Coeur d'Alene,2788.0,47.6193623,-117.2736225,0,0,0,0,0,1,1,0,0,1,0,0,moderate,0
258,Whittaker Wilderness Peak,Issaquah Alps,Cougar Mountain,1598.0,47.52731865,-122.0645079,0,0,0,0,0,0,0,1,1,0,0,0,moderate,6
259,Tubal Cain Mine,Olympic Peninsula,Hood Canal,4600.0,47.88607504,-123.0913353,0,1,0,0,1,0,0,0,0,0,0,1,strenuous,1
260,Tiger Mountain Trail North,Issaquah Alps,Tiger Mountain,2500.0,47.52965,-121.9957,0,0,0,0,0,1,1,0,0,1,0,0,very strenuous,7
261,Tatoosh Lookout,South Cascades,White Pass/Cowlitz River Valley,6400.0,46.71314935,-121.7158556,0,0,0,0,1,0,1,1,1,0,1,0,very strenuous,4
262,Tatoosh Ridge,South Cascades,White Pass/Cowlitz River Valley,5775.0,46.71313464,-121.7159843,0,0,1,0,1,0,1,1,1,0,1,0,strenuous,4
263,Mount Leona,Eastern Washington,Okanogan Highlands/Kettle River Range,6474.0,48.765367,-118.487967,0,0,0,0,0,0,0,0,0,0,0,0,moderately strenuous,9
264,Lyman Lakes,Central Cascades,Entiat Mountains/Lake Chelan,5983.0,48.19841251,-120.7745934,0,0,1,1,1,0,1,1,0,1,1,1,very strenuous,10
265,Lake Julius and Loch Eileen,Central Cascades,Stevens Pass - East,5735.0,47.72828333,-120.8436667,0,0,1,1,0,1,1,0,0,0,0,0,very strenuous,2
266,Lower Mad River Valley,Central Cascades,Entiat Mountains/Lake Chelan,2000.0,47.75888333,-120.4271333,0,1,0,0,1,0,1,0,0,1,0,1,very strenuous,1
267,Lakeview Ranch,Central Washington,Potholes Region,1780.0,47.413833,-118.741233,0,0,1,0,0,0,0,0,0,1,0,0,moderate,12
268,Libby Lake,North Cascades,Methow/Sawtooth,7640.0,48.27593333,-120.2900333,0,0,1,0,0,1,0,1,0,0,1,0,very strenuous,11
269,Little Giant Pass,Central Cascades,Stevens Pass - East,6409.0,48.02583333,-120.8286,0,1,0,0,0,0,1,1,0,0,1,0,very strenuous,11
270,Lanham Lake,Central Cascades,Stevens Pass - East,4140.0,47.77163333,-121.0136333,0,0,1,0,0,0,0,1,0,0,0,0,moderate,12
271,Lenore Lake Caves,Central Washington,Grand Coulee,1300.0,47.51737324,-119.4937698,0,0,0,0,0,0,1,0,0,1,0,0,easy,13
272,Lake Elizabeth,Central Cascades,Stevens Pass - West,2890.0,47.70121419,-121.5182033,0,0,0,0,0,1,1,0,0,1,0,1,easy,7
273,Klahhane Ridge,Olympic Peninsula,Northern Coast,6050.0,47.98708333,-123.4608667,0,0,0,0,0,0,1,1,1,1,1,0,moderately strenuous,4
274,Lake Constance,Olympic Peninsula,Hood Canal,4800.0,47.729617,-123.141733,0,1,1,1,1,0,0,1,0,0,0,1,strenuous,10
275,Kettle Crest North,Eastern Washington,Okanogan Highlands/Kettle River Range,7135.0,48.60907894,-118.4844589,0,0,0,0,1,1,1,1,1,1,1,1,very strenuous,0
276,Foggy Dew Creek,North Cascades,Methow/Sawtooth,8050.0,48.17513,-120.26125,0,0,0,0,0,0,0,0,0,0,0,0,very strenuous,9
277,Chain Lakes Trail,Central Cascades,Stevens Pass - East,5700.0,47.74604833,-121.086574,0,0,1,0,0,0,0,1,0,0,1,1,strenuous,8
278,Smokey Bottom (West Lake Mills),Olympic Peninsula,Northern Coast,800.0,48.00191667,-123.6044333,0,1,0,0,1,1,0,1,0,1,0,0,moderate,7
279,Kettle Crest South,Eastern Washington,Okanogan Highlands/Kettle River Range,6500.0,48.501166,-118.4211588,0,0,0,0,0,0,1,1,0,0,0,0,moderate,5
280,Klapatche Park,Mount Rainier Area,NW - Carbon River/Mowich,6000.0,46.7354,-121.8566,0,1,1,0,0,0,1,1,0,1,0,1,very strenuous,8
281,Josephine Lake,Central Cascades,Stevens Pass - East,5150.0,47.74646667,-121.0865167,0,0,1,0,0,0,1,1,0,0,0,0,strenuous,12
282,Juniper Dunes Wilderness,Central Washington,Tri-Cities,1050.0,46.3245547,-119.0254257,0,0,0,0,1,0,1,0,0,1,0,0,moderate,13
283,Jefferson Ridge,Olympic Peninsula,Hood Canal,3832.0,47.57123333,-123.1315167,0,1,0,0,0,0,0,1,0,0,0,0,moderately strenuous,13
284,Horse Heaven Hills,Central Washington,Tri-Cities,1924.0,46.23907232,-119.4846835,0,0,0,0,0,0,1,0,0,0,1,0,moderately strenuous,11
285,Lake Ann (Rainy Pass),North Cascades,North Cascades Highway - Hwy 20,5500.0,48.5156197,-120.7361753,0,0,1,1,1,1,1,1,0,0,1,0,moderate,10
286,Harts Pass to Rainy Pass,North Cascades,North Cascades Highway - Hwy 20,6900.0,48.70223192,-120.6729527,0,1,1,0,1,0,1,1,0,1,1,1,very strenuous,8
287,Stehekin to Rainy Pass,North Cascades,North Cascades Highway - Hwy 20,4900.0,48.30925968,-120.6575337,0,1,1,0,1,1,0,1,0,1,1,1,very strenuous,8
288,Thunder Woods Nature Trail,North Cascades,North Cascades Highway - Hwy 20,1620.0,48.68521868,-121.0929383,0,0,1,0,1,0,0,1,0,0,0,0,easy,12
289,River Loop,North Cascades,North Cascades Highway - Hwy 20,480.0,48.6711,-121.2609,0,1,0,0,0,0,0,0,0,0,0,1,easy,1
290,Ross Dam Trail,North Cascades,North Cascades Highway - Hwy 20,2100.0,48.72777499,-121.0628128,0,1,1,0,1,0,1,0,0,0,0,0,easy,1
291,Park Creek Pass via Thunder Creek,North Cascades,North Cascades Highway - Hwy 20,6100.0,48.6925408,-121.0977693,0,1,0,1,1,0,1,1,0,1,1,1,very strenuous,10
292,Skagit River Loop Trail,North Cascades,North Cascades Highway - Hwy 20,597.0,48.66585,-121.26685,0,1,0,0,1,0,0,0,0,0,0,0,easy,1
293,Rockport State Park,North Cascades,North Cascades Highway - Hwy 20,750.0,48.4879855,-121.6141887,0,0,0,0,1,0,0,0,0,0,0,0,easy,1
294,Ruby Mountain,North Cascades,North Cascades Highway - Hwy 20,7408.0,48.71763951,-121.0741425,0,0,0,0,0,0,0,1,1,0,1,1,very strenuous,4
295,Sauk Mountain,North Cascades,North Cascades Highway - Hwy 20,5500.0,48.52128333,-121.60715,0,0,0,0,0,0,1,1,1,0,0,0,moderately strenuous,6
296,Sauk Lake,North Cascades,North Cascades Highway - Hwy 20,5200.0,48.52036412,-121.6178707,0,0,1,0,0,0,1,1,0,1,1,0,strenuous,11
297,Rainy Lake,North Cascades,North Cascades Highway - Hwy 20,4800.0,48.5149657,-120.7354966,0,0,1,1,0,1,0,1,0,0,0,0,easy,10
298,Rasar State Park,North Cascades,North Cascades Highway - Hwy 20,125.0,48.516737,-121.905881,0,1,0,0,1,0,0,1,0,1,0,1,easy,1
299,Pyramid Lake,North Cascades,North Cascades Highway - Hwy 20,2500.0,48.70983333,-121.1451667,0,0,1,0,1,0,0,0,0,1,0,0,moderately strenuous,12
300,Monogram Lake,North Cascades,North Cascades Highway - Hwy 20,5719.0,48.53698333,-121.2939833,0,0,1,0,0,0,1,1,1,0,1,0,very strenuous,4
301,Lookout Mountain Lookout,North Cascades,North Cascades Highway - Hwy 20,5719.0,48.5371864,-121.293843,0,0,0,0,0,0,1,1,1,0,0,0,very strenuous,6
302,Little Jack Mountain,North Cascades,North Cascades Highway - Hwy 20,5896.0,48.7055,-120.9608,0,0,0,0,0,0,0,0,0,0,0,0,very strenuous,9
303,Little Beaver Creek,North Cascades,North Cascades Highway - Hwy 20,5197.0,48.91606953,-121.0739708,0,1,1,0,1,0,1,1,0,1,1,1,very strenuous,8
304,Domke Lake,Central Cascades,Entiat Mountains/Lake Chelan,2200.0,48.1906968,-120.6278045,0,0,1,0,0,0,0,1,0,1,0,1,moderately strenuous,8
305,Devils Gulch,Central Cascades,Stevens Pass - East,2800.0,47.3126267,-120.4240034,0,0,0,0,1,0,0,0,0,1,0,0,moderately strenuous,1
306,Dodger Point,Olympic Peninsula,Northern Coast,5753.0,47.9609124,-123.5743783,0,0,0,0,0,0,0,1,1,0,0,1,very strenuous,6
307,Crater Lakes,North Cascades,Methow/Sawtooth,6980.0,48.220383,-120.26785,0,0,1,0,0,1,0,1,0,0,0,1,strenuous,8
308,Crowell Ridge,Eastern Washington,Selkirk Range,6880.0,48.878267,-117.24485,0,0,0,0,1,0,1,1,1,1,1,1,very strenuous,0
309,Columbia Plateau Trail - Amber Lake,Eastern Washington,Spokane Area/Coeur d'Alene,2300.0,47.3511886,-117.7106383,0,0,1,0,0,1,1,0,0,1,0,0,moderate,0
310,Copper Creek,Central Cascades,Entiat Mountains/Lake Chelan,5600.0,48.19883444,-120.7732522,0,0,0,0,0,0,1,1,0,0,0,0,moderately strenuous,5
311,Cascade Rock,Olympic Peninsula,Northern Coast,1825.0,48.027467,-123.58825,0,0,0,0,0,1,0,0,1,1,0,0,moderately strenuous,7
312,Chatter Creek,Central Cascades,Leavenworth Area,6400.0,47.6098,-120.892,0,1,0,0,0,0,0,1,0,0,1,1,very strenuous,8
313,Chamna Natural Preserve,Central Washington,Tri-Cities,350.0,46.25771305,-119.2865159,0,1,0,0,0,1,1,0,0,1,0,0,easy,7
314,Cat Basin Primitive,Olympic Peninsula,Northern Coast,5500.0,47.95601907,-123.8378906,0,0,1,0,0,1,1,1,0,1,1,0,strenuous,11
315,Cady Ridge,Central Cascades,Stevens Pass - East,5551.0,47.91825,-121.0873833,0,0,0,0,0,0,1,1,0,0,1,0,very strenuous,11
316,Boulder Lake (Olympics),Olympic Peninsula,Northern Coast,4300.0,47.9775078,-123.6860602,0,0,1,0,1,1,1,1,0,0,0,1,very strenuous,8
317,Boundary Trail - Pasayten,North Cascades,Pasayten,7800.0,48.8848396,-119.8666783,0,1,1,0,0,0,0,1,1,0,1,0,very strenuous,4
318,Billy Goat,North Cascades,Pasayten,6600.0,48.7825357,-120.3178768,0,0,0,0,0,0,1,1,0,1,1,0,very strenuous,11
319,Blue Lake,North Cascades,Mount Baker Area,3984.0,48.656539,-121.7722613,0,0,1,0,0,1,1,1,0,1,0,0,easy,12
320,Aurora Creek,Olympic Peninsula,Northern Coast,4200.0,48.0536153,-123.9892995,0,0,0,0,1,1,0,0,0,0,0,0,very strenuous,7
321,West Cady Ridge to Benchmark Mountain,Central Cascades,Stevens Pass - West,5816.0,47.92673333,-121.27705,0,0,0,0,0,0,1,0,0,0,0,0,very strenuous,9
322,Bedal Basin,North Cascades,Mountain Loop Highway,4700.0,48.070136,-121.375279,0,1,0,0,1,0,1,1,0,0,0,0,moderately strenuous,1
323,Baldy,Olympic Peninsula,Northern Coast,6827.0,47.88288949,-123.1427295,0,0,0,0,0,0,1,1,1,0,1,0,very strenuous,4
324,Harry's Ridge,South Cascades,Mount St. Helens,4752.0,46.2765199,-122.2164843,0,0,1,0,0,1,0,1,0,0,1,0,moderately strenuous,11
325,Mohawk Falls and Mohawk Mine,Central Cascades,Stevens Pass - West,1500.0,47.6752794,-121.3922747,0,0,0,1,1,0,0,0,0,0,0,0,easy,2
326,Mount Margaret,South Cascades,Mount St. Helens,5780.0,46.30493424,-122.0825458,0,0,0,0,0,0,1,1,1,0,1,1,very strenuous,4
327,Mailbox Peak,Snoqualmie Region,North Bend Area,4822.0,47.4674903,-121.674803,0,0,0,0,0,1,0,1,1,0,0,0,very strenuous,6
328,Comet Falls,Mount Rainier Area,SW - Longmire/Paradise,4875.0,46.77903333,-121.7823,0,1,0,1,0,0,0,0,0,0,0,0,moderate,2
329,Pinnacle Saddle,Mount Rainier Area,SE - Cayuse Pass/Stevens Canyon,5920.0,46.76828333,-121.7314167,0,0,0,0,0,0,1,1,0,1,1,0,moderate,11
330,Troublesome Creek Nature,Central Cascades,Stevens Pass - West,1420.0,47.89828333,-121.40145,0,1,0,1,1,0,0,0,0,0,0,1,easy,2
331,Alpine Falls,Central Cascades,Stevens Pass - West,1450.0,47.71747117,-121.2253332,0,1,0,1,0,0,1,0,0,0,0,0,easy,2
332,Dewey Lake,Mount Rainier Area,Chinook Pass - Hwy 410,5900.0,46.8694,-121.51965,0,0,1,0,0,0,1,1,0,0,0,1,moderately strenuous,8
333,Miller Peninsula-Thompson Spit,Olympic Peninsula,Northern Coast,360.0,48.07690985,-122.9378764,1,0,0,0,0,0,0,0,0,0,0,0,moderate,3
334,Coldwater Peak,South Cascades,Mount St. Helens,5727.0,46.27671222,-122.2168174,0,0,0,0,0,0,1,1,0,0,0,0,very strenuous,5
335,North Mountain Lookout,North Cascades,Mountain Loop Highway,3956.0,48.3088125,-121.611125,0,1,0,0,0,0,0,1,1,0,0,0,moderate,6
336,Longmire to Cougar Rock Campground,Mount Rainier Area,SW - Longmire/Paradise,4100.0,46.75029683,-121.8122113,0,1,0,0,0,0,0,0,0,1,0,0,moderately strenuous,13
337,Image Lake via Miners Ridge,North Cascades,Mountain Loop Highway,6000.0,48.19206888,-121.0385656,0,0,1,0,1,0,1,1,0,0,1,1,very strenuous,8
338,Hummocks Trail,South Cascades,Mount St. Helens,2500.0,46.28685,-122.2717,0,1,0,0,0,0,1,1,0,1,0,0,easy,13
339,Kettle Crest Trail,Eastern Washington,Okanogan Highlands/Kettle River Range,7140.0,48.50099538,-118.4214592,0,0,0,0,0,0,1,0,1,1,0,1,very strenuous,0
