,TITLE,REGION,SPECIFIC REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,lat,lon,MOST_RECENT_REPORT_DATE,REPORT_COUNT,COAST,RIVERS,LAKES,WATERFALLS,OLD GROWTH,FALL FOLIAGE,WILDFLOWERS/MEADOWS,MOUNTAIN VIEWS,SUMMITS,WILDLIFE,RIDGES,ESTABLISHED CAMPSITES,DOGS ALLOWED ON LEASH,NO DOGS,KID FRIENDLY,REQUIRED PASSES,URL
101,West Fork Pasayten River,North Cascades,Pasayten,33.0,roundtrip,2400.0,7200.0,3.75,4,48.7337925,-120.6751729,8/14/20 0:00,14,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/west-fork-pasayten-river
102,West Fork Methow River,North Cascades,Methow/Sawtooth,15.8,roundtrip,1600.0,4280.0,3.6,5,48.6515,-120.5623,10/5/21 0:00,33,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/west-fork-methow-river
103,Frosty - Wildhorse Creek,Central Cascades,Stevens Pass - East,,,,,3.75,4,,,9/4/21 0:00,81,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/wildhorse-creek
104,Wilson Creek,Central Cascades,Entiat Mountains/Lake Chelan,2.1,one-way,,,2.75,4,,,9/19/19 0:00,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/wilson-creek
105,Upper Lake Mills,Olympic Peninsula,Northern Coast,0.8,roundtrip,400.0,,2.6,5,47.97287538,-123.5883375,9/15/17 0:00,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/upper-lake-mills
106,Upper Mad River Trail,Central Cascades,Entiat Mountains/Lake Chelan,12.2,one-way,,,2.0,4,47.84101581,-120.6045333,10/3/20 0:00,19,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,,https://www.wta.org/go-hiking/hikes/upper-mad-river
107,Upper Roaring Creek,Central Cascades,Stevens Pass - East,3.0,roundtrip,,6050.0,2.5,4,47.751,-120.894,9/24/21 0:00,4,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/upper-roaring-creek
108,Trout Creek,Central Cascades,Stevens Pass - West,3.0,roundtrip,500.0,1400.0,3.67,6,47.8757746,-121.4609644,7/18/21 0:00,33,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/trout-creek
109,Turnbull National Wildlife Refuge,Eastern Washington,Spokane Area/Coeur d'Alene,5.5,roundtrip,,2300.0,3.62,8,47.4168332,-117.5311128,9/15/20 0:00,20,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,Refuge Entrance Pass,https://www.wta.org/go-hiking/hikes/turnbull-national-wildlife-refuge
110,Tunnel Creek,Central Cascades,Stevens Pass - West,1.6,one-way,1300.0,4400.0,3.67,6,47.70942256,-121.1065382,9/14/21 0:00,87,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/tunnel-creek
111,Twin Lakes (Wenatchee),Central Cascades,Stevens Pass - East,6.0,roundtrip,1000.0,2850.0,3.0,8,47.92053333,-120.8948833,9/21/21 0:00,134,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/twin-lakes-1
112,Trout Creek,North Cascades,Pasayten,5.4,roundtrip,800.0,5420.0,2.0,3,48.69828333,-120.6367833,7/4/19 0:00,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/trout-creek-1
113,Triad Creek,North Cascades,Mountain Loop Highway,4.0,one-way,2755.0,5807.0,2.5,4,48.13281372,-121.001721,7/19/18 0:00,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/triad-creek
114,Escure Ranch - Towell Falls,Central Washington,Potholes Region,6.4,roundtrip,530.0,1565.0,3.88,8,47.014267,-117.94355,5/2/21 0:00,45,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/towell-falls
115,Trap Pass,Central Cascades,Stevens Pass - West,11.4,roundtrip,2700.0,5800.0,2.83,6,47.70931361,-121.1065596,9/13/21 0:00,51,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/trap-pass
116,Tenmile Falls,Central Cascades,Entiat Mountains/Lake Chelan,5.4,roundtrip,1300.0,4600.0,2.5,4,48.199807,-120.7745483,6/12/19 0:00,8,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/ten-mile
117,Tomyhoi Lake,North Cascades,Mount Baker Area,8.0,roundtrip,1800.0,5400.0,2.38,8,48.94353113,-121.6625118,8/17/20 0:00,24,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/tomyhoi-lake
118,Top Lake,Central Cascades,Leavenworth Area,10.4,roundtrip,1500.0,5200.0,2.5,6,47.88020372,-121.0791206,8/14/21 0:00,35,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/top-lake
119,Tomyhoi Peak,North Cascades,Mount Baker Area,6.5,roundtrip,2000.0,,3.88,8,48.9435875,-121.661911,7/18/21 0:00,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/tomyhoi-peak
120,Silver Forest - Emmons Vista,Mount Rainier Area,NE - Sunrise/White River,2.5,roundtrip,325.0,6400.0,3.86,7,46.91407334,-121.6418423,9/5/21 0:00,35,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/silver-forest-emmons-vista
121,Deception Falls National Recreation Area,Central Cascades,Stevens Pass - West,0.5,roundtrip,50.0,,3.76,17,47.7146,-121.1934333,10/31/21 0:00,102,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/deception-falls-nra
122,Baker Lake - Maple Grove,North Cascades,Mount Baker Area,8.0,roundtrip,500.0,1000.0,3.86,14,48.64561313,-121.674614,10/30/21 0:00,331,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/baker-lake-maple-grove
123,Alpine Lookout,Central Cascades,Stevens Pass - East,10.0,roundtrip,2600.0,6235.0,3.6,10,47.79226667,-120.79445,9/26/21 0:00,114,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/alpine-lakes-high-route
124,High Divide - Seven Lakes Basin Loop,Olympic Peninsula,Northern Coast,19.0,roundtrip,4000.0,5120.0,4.53,30,47.9506422,-123.815197,10/13/21 0:00,310,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/seven-lakes-basin
125,Bridal Veil Falls,Central Cascades,Stevens Pass - West,4.0,roundtrip,1000.0,1600.0,3.99,68,47.80919243,-121.5739748,10/22/21 0:00,596,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/bridal-veil-falls
126,Eightmile Lake,Central Cascades,Leavenworth Area,6.6,roundtrip,1300.0,4650.0,3.68,28,47.53596667,-120.8139,10/26/21 0:00,370,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/eightmile-lake
127,Wilderness Peak Loop,Issaquah Alps,Cougar Mountain,4.0,roundtrip,1200.0,1598.0,3.09,32,47.50931654,-122.0903778,11/8/21 0:00,298,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/wilderness-peak
128,Lundin Peak,Snoqualmie Region,Snoqualmie Pass,7.6,roundtrip,2900.0,6057.0,4.0,3,47.428029,-121.413413,10/16/21 0:00,53,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/lundin-peak-trail
129,Columbia Mountain,Eastern Washington,Okanogan Highlands/Kettle River Range,5.4,roundtrip,3348.0,6565.0,5.0,1,48.65928538,-118.8587826,10/18/21 0:00,22,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/columbia-mountain
130,North Creek Park Boardwalk,Puget Sound and Islands,Seattle-Tacoma Area,2.0,roundtrip,,,3.2,10,47.83275993,-122.2190379,8/28/21 0:00,115,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/north-creek-park-boardwalk
131,Lena Lake,Olympic Peninsula,Hood Canal,7.2,roundtrip,1300.0,2000.0,4.11,88,47.59973333,-123.1511833,11/7/21 0:00,969,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/lena-lake
132,Nooksack Cirque,North Cascades,Mount Baker Area,9.0,roundtrip,640.0,2840.0,3.25,8,48.88988333,-121.6749167,8/12/21 0:00,65,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/nooksack-cirque
133,Deer Park to Maiden Peak,Olympic Peninsula,Northern Coast,7.2,roundtrip,2100.0,6200.0,4.67,6,47.94967675,-123.264753,9/25/21 0:00,80,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,National Park Pass,https://www.wta.org/go-hiking/hikes/deer-park-to-maiden-peak
134,Cape Alava,Olympic Peninsula,Pacific Coast,6.2,roundtrip,100.0,350.0,3.55,11,48.15369715,-124.6687281,10/23/21 0:00,86,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/cape-alava
135,Circle Peak,North Cascades,Mountain Loop Highway,16.0,roundtrip,2800.0,5983.0,1.8,5,48.22338605,-121.3500881,8/29/21 0:00,34,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/circle-peak
136,Rampart Ridge - Rampart Lakes,Snoqualmie Region,Snoqualmie Pass,11.0,roundtrip,2200.0,5100.0,4.12,26,47.3979629,-121.2843441,10/30/21 0:00,409,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/rampart-ridge-1
137,Owyhigh Lakes,Mount Rainier Area,NE - Sunrise/White River,7.0,roundtrip,1650.0,5275.0,3.65,17,46.890517,-121.596783,10/16/21 0:00,231,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/owyhigh-lakes
138,Mount Zion,Olympic Peninsula,Hood Canal,4.6,roundtrip,1300.0,4274.0,3.52,21,47.9228,-123.0260667,10/13/21 0:00,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-zion
139,"Stagman Ridge, Horseshoe Meadow, Lookingglass Lake",South Cascades,Mount Adams Area,14.0,roundtrip,2400.0,6100.0,3.83,6,46.14005808,-121.5973878,9/16/21 0:00,18,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/horseshoe-meadow
140,Palouse to Cascades Trail - The Tunnel,Snoqualmie Region,Snoqualmie Pass,5.3,roundtrip,,1100.0,3.71,17,47.39301667,-121.3928,10/20/21 0:00,164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/iron-horse-tunnel
141,Humpback Mountain,Snoqualmie Region,Snoqualmie Pass,4.0,roundtrip,2600.0,5112.0,3.79,14,47.37841085,-121.5161877,11/6/21 0:00,162,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,,https://www.wta.org/go-hiking/hikes/humpback-mountain
142,Cable Line Trail,Issaquah Alps,Tiger Mountain,3.0,roundtrip,2022.0,2522.0,3.74,23,47.52960425,-121.9843769,11/2/21 0:00,378,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/cable-line-trail
143,Thorp Mountain Lookout via Thorp Creek,Snoqualmie Region,Salmon La Sac/Teanaway,7.4,roundtrip,2484.0,5884.0,4.1,10,47.37325953,-121.1582186,10/31/21 0:00,118,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/thorp-mountain-lookout-via-thorp-creek
144,Snoqualmie Mountain,Snoqualmie Region,,3.8,roundtrip,3105.0,6278.0,4.47,15,47.4452794,-121.4234437,10/29/21 0:00,261,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-snoqualmie
145,Shelton View Forest,Puget Sound and Islands,Seattle-Tacoma Area,5.0,trails,,,3.67,3,47.78398067,-122.2417617,10/12/21 0:00,15,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/shelton-view-forest
146,Union Bay Natural Area,Puget Sound and Islands,Seattle-Tacoma Area,1.5,roundtrip,,,2.75,4,47.6579868,-122.290565,3/13/21 0:00,28,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,,https://www.wta.org/go-hiking/hikes/union-bay-nature-area
147,Skyscraper Pass,Mount Rainier Area,NE - Sunrise/White River,6.8,roundtrip,1700.0,7079.0,4.0,5,46.9146,-121.6423,9/11/21 0:00,102,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/skyscraper-pass
148,Wildwood Park,Puget Sound and Islands,Seattle-Tacoma Area,3.0,trails,75.0,354.0,4.0,2,47.16970211,-122.2813511,8/9/21 0:00,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/wildwood-park
149,Nathan Chapman Memorial Trail,Puget Sound and Islands,Seattle-Tacoma Area,0.6,one-way,,,5.0,1,47.128385,-122.314623,8/10/21 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/nathan-chapman-memorial-trail
150,Kukutali Preserve,Puget Sound and Islands,Bellingham Area,2.2,roundtrip,200.0,230.0,4.25,12,48.42097114,-122.5529449,10/19/21 0:00,93,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,Discover Pass,https://www.wta.org/go-hiking/hikes/kukutali-preserve
151,Mount Aix,Mount Rainier Area,Chinook Pass - Hwy 410,12.0,roundtrip,4650.0,7766.0,4.45,11,46.8139,-121.3055,8/8/21 0:00,135,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-aix
152,Little Bald Mountain,Mount Rainier Area,Chinook Pass - Hwy 410,12.6,roundtrip,2185.0,4602.0,2.67,3,46.98152656,-121.1205597,6/26/20 0:00,8,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/little-bald-mountain
153,Rattlesnake Trail,Mount Rainier Area,Chinook Pass - Hwy 410,6.0,roundtrip,300.0,3000.0,0.0,0,46.79555923,-121.1009135,7/19/19 0:00,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/rattlesnake-trail-1114
154,Burnt Mountain,South Cascades,White Pass/Cowlitz River Valley,5.0,roundtrip,500.0,6586.0,4.0,12,46.71515,-121.1660167,7/4/21 0:00,59,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/burnt-mountain
155,American Ridge,Mount Rainier Area,Chinook Pass - Hwy 410,12.0,one-way,2950.0,6310.0,3.6,5,46.9695,-121.168,8/8/21 0:00,76,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/american-ridge
156,Bonaparte Trail,Eastern Washington,Okanogan Highlands/Kettle River Range,11.0,roundtrip,2700.0,7250.0,0.0,0,48.812851,-119.123565,6/13/21 0:00,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/bonaparte-lake-trail
157,Cabin Trail,Eastern Washington,Okanogan Highlands/Kettle River Range,5.0,roundtrip,,,4.25,4,48.770925,-119.183758,5/27/20 0:00,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,https://www.wta.org/go-hiking/hikes/cabin-trail
158,Mount Bonaparte Circumnavigation,Eastern Washington,Okanogan Highlands/Kettle River Range,16.0,roundtrip,3000.0,7250.0,0.0,0,,,10/3/20 0:00,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-bonaparte-circumnavigation
159,Grand Forest,Puget Sound and Islands,Seattle-Tacoma Area,7.0,trails,,350.0,3.5,2,47.650406,-122.5478536,8/13/21 0:00,12,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/grand-forest
160,Little Quilcene River,Olympic Peninsula,Hood Canal,6.8,roundtrip,2180.0,6200.0,3.94,16,47.88663792,-123.0418818,10/31/21 0:00,140,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/little-quilcene-river
161,Lake Angeles,Olympic Peninsula,Northern Coast,7.4,roundtrip,2350.0,4196.0,3.56,18,48.03908333,-123.4319333,8/29/21 0:00,178,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/lake-angeles
162,Lily and Lizard Lake Loop,Puget Sound and Islands,Bellingham Area,7.15,roundtrip,1400.0,2120.0,3.9,10,48.61699503,-122.3857856,11/7/21 0:00,223,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/lily-lizard-lake-loop
163,Big Gulch,Puget Sound and Islands,Seattle-Tacoma Area,2.6,roundtrip,300.0,460.0,3.27,11,47.9150497,-122.2975571,10/17/21 0:00,56,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/big-gulch-mukilteo
164,Spray Park,Mount Rainier Area,NW - Carbon River/Mowich,8.0,roundtrip,1700.0,6500.0,4.29,56,46.9327,-121.8636167,10/9/21 0:00,589,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/spray-park
165,Langus Riverfront Park,Puget Sound and Islands,Seattle-Tacoma Area,3.0,roundtrip,,,2.75,4,48.0001929,-122.1755585,10/18/21 0:00,29,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,,https://www.wta.org/go-hiking/hikes/langus-riverfront-park
166,Mount Adams South Climb,South Cascades,Mount Adams Area,12.0,roundtrip,6700.0,12276.0,4.74,19,46.13586399,-121.4976034,8/26/21 0:00,358,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-adams-south-climb
167,Little Mashel Falls -  Bud Blancher Trail,Mount Rainier Area,NW - Carbon River/Mowich,4.5,roundtrip,500.0,1100.0,4.75,8,46.864669,-122.25757,10/24/21 0:00,159,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/little-mashel-falls-bud-blancher-trail
168,Teneriffe Falls,Snoqualmie Region,North Bend Area,5.6,roundtrip,1585.0,2370.0,3.91,75,47.486866,-121.709682,11/6/21 0:00,1181,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/teneriffe-falls
169,Grand Valley - Cameron Creek Loop,Olympic Peninsula,Northern Coast,30.8,roundtrip,10945.0,6628.0,0.0,0,47.9485227,-123.2591073,,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/grand-valley-cameron-creek-loop
170,Mother Mountain Loop,Mount Rainier Area,NW - Carbon River/Mowich,15.3,roundtrip,6277.0,6380.0,0.0,0,46.9327668,-121.8631679,8/8/21 0:00,6,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/mother-mountain-loop
171,Cameron Pass,Olympic Peninsula,Hood Canal,3.3,one-way,2401.0,6418.0,3.33,6,47.9485227,-123.2591073,8/23/21 0:00,36,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/cameron-pass
172,Cameron Creek,Olympic Peninsula,Hood Canal,6.71,one-way,3304.0,4210.0,2.75,4,47.91551871,-123.2481802,8/23/21 0:00,34,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/cameron-creek
173,Catherine Creek Loop,Southwest Washington,Columbia River Gorge - WA,5.0,roundtrip,,,0.0,0,45.2044524,-117.8473561,4/3/21 0:00,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/catherine-creek-loop
174,Eastside Trail,Mount Rainier Area,SE - Cayuse Pass/Stevens Canyon,26.2,one-way,3532.0,,3.0,3,46.75115301,-121.574707,10/7/21 0:00,104,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/eastside-trail
175,Three Forks,Olympic Peninsula,Northern Coast,8.5,roundtrip,3366.0,5381.0,3.2,5,47.94902749,-123.2583618,8/23/21 0:00,54,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/three-forks-1
176,Grand Valley Loop,Olympic Peninsula,Northern Coast,7.9,roundtrip,2080.0,6450.0,4.25,20,47.91829785,-123.3822155,9/14/21 0:00,95,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/grand-valley
177,Round Pass Trail,Mount Rainier Area,SW - Longmire/Paradise,0.5,one-way,362.0,3885.0,0.0,0,46.79500627,-121.8947268,10/25/20 0:00,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/round-pass-trail
178,Frying Pan Loop,South Cascades,White Pass/Cowlitz River Valley,14.9,roundtrip,3815.0,3261.0,2.33,3,46.70421813,-121.4806339,8/18/19 0:00,8,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,,https://www.wta.org/go-hiking/hikes/frying-pan
179,Crystal Lakes,Mount Rainier Area,NE - Sunrise/White River,6.0,roundtrip,2600.0,5828.0,4.3,44,46.92273333,-121.5336167,10/31/21 0:00,437,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,No pass,https://www.wta.org/go-hiking/hikes/crystal-lakes
180,Iron Goat Trail - Winter Route,Central Cascades,Stevens Pass - West,,,,,0.0,0,47.7120293,-121.1622797,7/19/20 0:00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/iron-goat-trail-snowshoe
181,Jumbo Peak,South Cascades,Dark Divide,6.0,roundtrip,1300.0,5801.0,2.75,4,46.33538333,-121.7433833,8/24/20 0:00,10,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/jumbo-peak
182,Jolly Mountain,Snoqualmie Region,Salmon La Sac/Teanaway,13.9,roundtrip,4000.0,6440.0,2.62,8,47.4044,-121.099117,11/5/21 0:00,69,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/jolly-mountain
183,Japanese Gulch,Puget Sound and Islands,Seattle-Tacoma Area,4.0,trails,174.0,363.0,3.2,10,47.94676382,-122.2920799,9/30/21 0:00,97,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/japanese-gulch
184,Jumpoff Ridge,Central Cascades,Stevens Pass - West,8.0,roundtrip,1800.0,2600.0,1.0,1,47.8537658,-121.5022057,8/1/20 0:00,23,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/jumpoff-ridge
185,Johnson Creek - Medra Pass,Snoqualmie Region,Salmon La Sac/Teanaway,8.0,roundtrip,2250.0,5420.0,3.7,10,47.3812,-120.885733,10/6/21 0:00,104,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/johnson-medra-creek
186,June Lake Snowshoe,South Cascades,Mount St. Helens,4.8,roundtrip,500.0,3140.0,3.75,4,46.1352375,-122.1568904,3/20/21 0:00,39,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,Sno-Parks Permit,https://www.wta.org/go-hiking/hikes/june-lake-snowshoe
187,Judi's Peak,Snoqualmie Region,Salmon La Sac/Teanaway,,,3417.0,6560.0,0.0,0,,,5/18/21 0:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/judis-peak
188,Jug Lake,South Cascades,White Pass/Cowlitz River Valley,7.4,roundtrip,1485.0,4480.0,2.89,9,46.72303333,-121.4366,9/1/21 0:00,23,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,https://www.wta.org/go-hiking/hikes/jug-lake
189,Ice Cave - Natural Bridges Nature Trails,South Cascades,Mount Adams Area,0.25,roundtrip,,2900.0,2.2,5,46.1298056,-121.8392125,5/17/21 0:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,https://www.wta.org/go-hiking/hikes/ice-cave-natural-bridges-nature-trails
190,Junction Lake,South Cascades,Mount Adams Area,5.0,roundtrip,700.0,4780.0,2.5,2,45.98114209,-121.7581594,7/8/21 0:00,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,,https://www.wta.org/go-hiking/hikes/indian-heaven-junction-lake
191,Indian Racetrack,South Cascades,Mount Adams Area,5.0,roundtrip,700.0,5200.0,3.33,6,46.1298056,-121.8392125,3/6/21 0:00,18,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,,https://www.wta.org/go-hiking/hikes/indian-racetrack
192,Howson Creek,Snoqualmie Region,Salmon La Sac/Teanaway,7.0,roundtrip,3400.0,5700.0,2.6,5,47.3514085,-121.1043602,7/2/21 0:00,24,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/howson-creek
193,Iron Creek Campground Loop,South Cascades,White Pass/Cowlitz River Valley,1.5,roundtrip,,1200.0,3.0,5,46.429127,-121.9877633,6/18/21 0:00,13,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/iron-creek-campground
194,Illahee Forest Preserve,Olympic Peninsula,Kitsap Peninsula,2.7,roundtrip,210.0,530.0,3.0,2,47.597645,-122.59798,3/9/21 0:00,14,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/illahee-preserve
