TITLE,REGION,SPECIFIC REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,MOST_RECENT_REPORT_DATE,REPORT_COUNT,COAST,RIVERS,LAKES,WATERFALLS,OLD GROWTH,FALL FOLIAGE,WILDFLOWERS/MEADOWS,MOUNTAIN VIEWS,SUMMITS,WILDLIFE,RIDGES,ESTABLISHED CAMPSITES,DOGS ALLOWED ON LEASH,NO DOGS,KID FRIENDLY,REQUIRED PASSES,URL
Upper Lake Mills,Olympic Peninsula,Northern Coast,0.8,roundtrip,400,,2.6,5,47.97287538,-123.5883375,9/15/17 0:00,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/upper-lake-mills
Upper Mad River Trail,Central Cascades,Entiat Mountains/Lake Chelan,12.2,one-way,,,2,4,47.84101581,-120.6045333,10/3/20 0:00,19,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,,https://www.wta.org/go-hiking/hikes/upper-mad-river
Upper Roaring Creek,Central Cascades,Stevens Pass - East,3,roundtrip,,6050,2.5,4,47.751,-120.894,9/24/21 0:00,4,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/upper-roaring-creek
Trout Creek,Central Cascades,Stevens Pass - West,3,roundtrip,500,1400,3.67,6,47.8757746,-121.4609644,7/18/21 0:00,33,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/trout-creek
Turnbull National Wildlife Refuge,Eastern Washington,Spokane Area/Coeur d'Alene,5.5,roundtrip,,2300,3.62,8,47.4168332,-117.5311128,9/15/20 0:00,20,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,Refuge Entrance Pass,https://www.wta.org/go-hiking/hikes/turnbull-national-wildlife-refuge
Tunnel Creek,Central Cascades,Stevens Pass - West,1.6,one-way,1300,4400,3.67,6,47.70942256,-121.1065382,9/14/21 0:00,87,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/tunnel-creek
Twin Lakes (Wenatchee),Central Cascades,Stevens Pass - East,6,roundtrip,1000,2850,3,8,47.92053333,-120.8948833,9/21/21 0:00,134,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/twin-lakes-1
Trout Creek,North Cascades,Pasayten,5.4,roundtrip,800,5420,2,3,48.69828333,-120.6367833,7/4/19 0:00,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/trout-creek-1
Triad Creek,North Cascades,Mountain Loop Highway,4,one-way,2755,5807,2.5,4,48.13281372,-121.001721,7/19/18 0:00,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/triad-creek
Escure Ranch - Towell Falls,Central Washington,Potholes Region,6.4,roundtrip,530,1565,3.88,8,47.014267,-117.94355,5/2/21 0:00,45,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/towell-falls
Trap Pass,Central Cascades,Stevens Pass - West,11.4,roundtrip,2700,5800,2.83,6,47.70931361,-121.1065596,9/13/21 0:00,51,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/trap-pass
Tenmile Falls,Central Cascades,Entiat Mountains/Lake Chelan,5.4,roundtrip,1300,4600,2.5,4,48.199807,-120.7745483,6/12/19 0:00,8,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/ten-mile
Tomyhoi Lake,North Cascades,Mount Baker Area,8,roundtrip,1800,5400,2.38,8,48.94353113,-121.6625118,8/17/20 0:00,24,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/tomyhoi-lake
Top Lake,Central Cascades,Leavenworth Area,10.4,roundtrip,1500,5200,2.5,6,47.88020372,-121.0791206,8/14/21 0:00,35,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/top-lake
Tomyhoi Peak,North Cascades,Mount Baker Area,6.5,roundtrip,2000,,3.88,8,48.9435875,-121.661911,7/18/21 0:00,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/tomyhoi-peak
Silver Forest - Emmons Vista,Mount Rainier Area,NE - Sunrise/White River,2.5,roundtrip,325,6400,3.86,7,46.91407334,-121.6418423,9/5/21 0:00,35,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/silver-forest-emmons-vista
Deception Falls National Recreation Area,Central Cascades,Stevens Pass - West,0.5,roundtrip,50,,3.76,17,47.7146,-121.1934333,10/31/21 0:00,102,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/deception-falls-nra
Baker Lake - Maple Grove,North Cascades,Mount Baker Area,8,roundtrip,500,1000,3.86,14,48.64561313,-121.674614,10/30/21 0:00,331,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/baker-lake-maple-grove
Alpine Lookout,Central Cascades,Stevens Pass - East,10,roundtrip,2600,6235,3.6,10,47.79226667,-120.79445,9/26/21 0:00,114,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/alpine-lakes-high-route
High Divide - Seven Lakes Basin Loop,Olympic Peninsula,Northern Coast,19,roundtrip,4000,5120,4.53,30,47.9506422,-123.815197,10/13/21 0:00,310,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/seven-lakes-basin
Bridal Veil Falls,Central Cascades,Stevens Pass - West,4,roundtrip,1000,1600,3.99,68,47.80919243,-121.5739748,10/22/21 0:00,596,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/bridal-veil-falls
Eightmile Lake,Central Cascades,Leavenworth Area,6.6,roundtrip,1300,4650,3.68,28,47.53596667,-120.8139,10/26/21 0:00,370,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/eightmile-lake
Wilderness Peak Loop,Issaquah Alps,Cougar Mountain,4,roundtrip,1200,1598,3.09,32,47.50931654,-122.0903778,11/8/21 0:00,298,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/wilderness-peak
Lundin Peak,Snoqualmie Region,Snoqualmie Pass,7.6,roundtrip,2900,6057,4,3,47.428029,-121.413413,10/16/21 0:00,53,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/lundin-peak-trail
Columbia Mountain,Eastern Washington,Okanogan Highlands/Kettle River Range,5.4,roundtrip,3348,6565,5,1,48.65928538,-118.8587826,10/18/21 0:00,22,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/columbia-mountain
North Creek Park Boardwalk,Puget Sound and Islands,Seattle-Tacoma Area,2,roundtrip,,,3.2,10,47.83275993,-122.2190379,8/28/21 0:00,115,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/north-creek-park-boardwalk
Lena Lake,Olympic Peninsula,Hood Canal,7.2,roundtrip,1300,2000,4.11,88,47.59973333,-123.1511833,11/7/21 0:00,969,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/lena-lake
Nooksack Cirque,North Cascades,Mount Baker Area,9,roundtrip,640,2840,3.25,8,48.88988333,-121.6749167,8/12/21 0:00,65,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/nooksack-cirque
Deer Park to Maiden Peak,Olympic Peninsula,Northern Coast,7.2,roundtrip,2100,6200,4.67,6,47.94967675,-123.264753,9/25/21 0:00,80,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,National Park Pass,https://www.wta.org/go-hiking/hikes/deer-park-to-maiden-peak
Cape Alava,Olympic Peninsula,Pacific Coast,6.2,roundtrip,100,350,3.55,11,48.15369715,-124.6687281,10/23/21 0:00,86,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/cape-alava
Circle Peak,North Cascades,Mountain Loop Highway,16,roundtrip,2800,5983,1.8,5,48.22338605,-121.3500881,8/29/21 0:00,34,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/circle-peak
Rampart Ridge - Rampart Lakes,Snoqualmie Region,Snoqualmie Pass,11,roundtrip,2200,5100,4.12,26,47.3979629,-121.2843441,10/30/21 0:00,409,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/rampart-ridge-1
Owyhigh Lakes,Mount Rainier Area,NE - Sunrise/White River,7,roundtrip,1650,5275,3.65,17,46.890517,-121.596783,10/16/21 0:00,231,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/owyhigh-lakes
Mount Zion,Olympic Peninsula,Hood Canal,4.6,roundtrip,1300,4274,3.52,21,47.9228,-123.0260667,10/13/21 0:00,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-zion
"Stagman Ridge, Horseshoe Meadow, Lookingglass Lake",South Cascades,Mount Adams Area,14,roundtrip,2400,6100,3.83,6,46.14005808,-121.5973878,9/16/21 0:00,18,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/horseshoe-meadow
Palouse to Cascades Trail - The Tunnel,Snoqualmie Region,Snoqualmie Pass,5.3,roundtrip,,1100,3.71,17,47.39301667,-121.3928,10/20/21 0:00,164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/iron-horse-tunnel
Humpback Mountain,Snoqualmie Region,Snoqualmie Pass,4,roundtrip,2600,5112,3.79,14,47.37841085,-121.5161877,11/6/21 0:00,162,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,,https://www.wta.org/go-hiking/hikes/humpback-mountain
Cable Line Trail,Issaquah Alps,Tiger Mountain,3,roundtrip,2022,2522,3.74,23,47.52960425,-121.9843769,11/2/21 0:00,378,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/cable-line-trail
Thorp Mountain Lookout via Thorp Creek,Snoqualmie Region,Salmon La Sac/Teanaway,7.4,roundtrip,2484,5884,4.1,10,47.37325953,-121.1582186,10/31/21 0:00,118,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/thorp-mountain-lookout-via-thorp-creek
Snoqualmie Mountain,Snoqualmie Region,,3.8,roundtrip,3105,6278,4.47,15,47.4452794,-121.4234437,10/29/21 0:00,261,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-snoqualmie
Shelton View Forest,Puget Sound and Islands,Seattle-Tacoma Area,5,trails,,,3.67,3,47.78398067,-122.2417617,10/12/21 0:00,15,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/shelton-view-forest
Union Bay Natural Area,Puget Sound and Islands,Seattle-Tacoma Area,1.5,roundtrip,,,2.75,4,47.6579868,-122.290565,3/13/21 0:00,28,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,,https://www.wta.org/go-hiking/hikes/union-bay-nature-area
Skyscraper Pass,Mount Rainier Area,NE - Sunrise/White River,6.8,roundtrip,1700,7079,4,5,46.9146,-121.6423,9/11/21 0:00,102,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/skyscraper-pass
Wildwood Park,Puget Sound and Islands,Seattle-Tacoma Area,3,trails,75,354,4,2,47.16970211,-122.2813511,8/9/21 0:00,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/wildwood-park
Nathan Chapman Memorial Trail,Puget Sound and Islands,Seattle-Tacoma Area,0.6,one-way,,,5,1,47.128385,-122.314623,8/10/21 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/nathan-chapman-memorial-trail
Kukutali Preserve,Puget Sound and Islands,Bellingham Area,2.2,roundtrip,200,230,4.25,12,48.42097114,-122.5529449,10/19/21 0:00,93,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,Discover Pass,https://www.wta.org/go-hiking/hikes/kukutali-preserve
Mount Aix,Mount Rainier Area,Chinook Pass - Hwy 410,12,roundtrip,4650,7766,4.45,11,46.8139,-121.3055,8/8/21 0:00,135,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-aix
Little Bald Mountain,Mount Rainier Area,Chinook Pass - Hwy 410,12.6,roundtrip,2185,4602,2.67,3,46.98152656,-121.1205597,6/26/20 0:00,8,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/little-bald-mountain
Rattlesnake Trail,Mount Rainier Area,Chinook Pass - Hwy 410,6,roundtrip,300,3000,0,0,46.79555923,-121.1009135,7/19/19 0:00,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/rattlesnake-trail-1114
Burnt Mountain,South Cascades,White Pass/Cowlitz River Valley,5,roundtrip,500,6586,4,12,46.71515,-121.1660167,7/4/21 0:00,59,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/burnt-mountain
American Ridge,Mount Rainier Area,Chinook Pass - Hwy 410,12,one-way,2950,6310,3.6,5,46.9695,-121.168,8/8/21 0:00,76,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/american-ridge
Bonaparte Trail,Eastern Washington,Okanogan Highlands/Kettle River Range,11,roundtrip,2700,7250,0,0,48.812851,-119.123565,6/13/21 0:00,18,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/bonaparte-lake-trail
Cabin Trail,Eastern Washington,Okanogan Highlands/Kettle River Range,5,roundtrip,,,4.25,4,48.770925,-119.183758,5/27/20 0:00,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,https://www.wta.org/go-hiking/hikes/cabin-trail
Mount Bonaparte Circumnavigation,Eastern Washington,Okanogan Highlands/Kettle River Range,16,roundtrip,3000,7250,0,0,,,10/3/20 0:00,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-bonaparte-circumnavigation
Grand Forest,Puget Sound and Islands,Seattle-Tacoma Area,7,trails,,350,3.5,2,47.650406,-122.5478536,8/13/21 0:00,12,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/grand-forest
Little Quilcene River,Olympic Peninsula,Hood Canal,6.8,roundtrip,2180,6200,3.94,16,47.88663792,-123.0418818,10/31/21 0:00,140,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/little-quilcene-river
Lake Angeles,Olympic Peninsula,Northern Coast,7.4,roundtrip,2350,4196,3.56,18,48.03908333,-123.4319333,8/29/21 0:00,178,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/lake-angeles
Lily and Lizard Lake Loop,Puget Sound and Islands,Bellingham Area,7.15,roundtrip,1400,2120,3.9,10,48.61699503,-122.3857856,11/7/21 0:00,223,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/lily-lizard-lake-loop
Big Gulch,Puget Sound and Islands,Seattle-Tacoma Area,2.6,roundtrip,300,460,3.27,11,47.9150497,-122.2975571,10/17/21 0:00,56,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/big-gulch-mukilteo
Spray Park,Mount Rainier Area,NW - Carbon River/Mowich,8,roundtrip,1700,6500,4.29,56,46.9327,-121.8636167,10/9/21 0:00,589,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/spray-park
Langus Riverfront Park,Puget Sound and Islands,Seattle-Tacoma Area,3,roundtrip,,,2.75,4,48.0001929,-122.1755585,10/18/21 0:00,29,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,,https://www.wta.org/go-hiking/hikes/langus-riverfront-park
Mount Adams South Climb,South Cascades,Mount Adams Area,12,roundtrip,6700,12276,4.74,19,46.13586399,-121.4976034,8/26/21 0:00,358,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-adams-south-climb
Little Mashel Falls -  Bud Blancher Trail,Mount Rainier Area,NW - Carbon River/Mowich,4.5,roundtrip,500,1100,4.75,8,46.864669,-122.25757,10/24/21 0:00,159,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/little-mashel-falls-bud-blancher-trail
Teneriffe Falls,Snoqualmie Region,North Bend Area,5.6,roundtrip,1585,2370,3.91,75,47.486866,-121.709682,11/6/21 0:00,1181,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/teneriffe-falls
Grand Valley - Cameron Creek Loop,Olympic Peninsula,Northern Coast,30.8,roundtrip,10945,6628,0,0,47.9485227,-123.2591073,,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/grand-valley-cameron-creek-loop
Mother Mountain Loop,Mount Rainier Area,NW - Carbon River/Mowich,15.3,roundtrip,6277,6380,0,0,46.9327668,-121.8631679,8/8/21 0:00,6,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/mother-mountain-loop
Cameron Pass,Olympic Peninsula,Hood Canal,3.3,one-way,2401,6418,3.33,6,47.9485227,-123.2591073,8/23/21 0:00,36,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/cameron-pass
Cameron Creek,Olympic Peninsula,Hood Canal,6.71,one-way,3304,4210,2.75,4,47.91551871,-123.2481802,8/23/21 0:00,34,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/cameron-creek
Catherine Creek Loop,Southwest Washington,Columbia River Gorge - WA,5,roundtrip,,,0,0,45.2044524,-117.8473561,4/3/21 0:00,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/catherine-creek-loop
Eastside Trail,Mount Rainier Area,SE - Cayuse Pass/Stevens Canyon,26.2,one-way,3532,,3,3,46.75115301,-121.574707,10/7/21 0:00,104,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/eastside-trail
Three Forks,Olympic Peninsula,Northern Coast,8.5,roundtrip,3366,5381,3.2,5,47.94902749,-123.2583618,8/23/21 0:00,54,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/three-forks-1
Grand Valley Loop,Olympic Peninsula,Northern Coast,7.9,roundtrip,2080,6450,4.25,20,47.91829785,-123.3822155,9/14/21 0:00,95,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/grand-valley
Round Pass Trail,Mount Rainier Area,SW - Longmire/Paradise,0.5,one-way,362,3885,0,0,46.79500627,-121.8947268,10/25/20 0:00,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/round-pass-trail
Frying Pan Loop,South Cascades,White Pass/Cowlitz River Valley,14.9,roundtrip,3815,3261,2.33,3,46.70421813,-121.4806339,8/18/19 0:00,8,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,,https://www.wta.org/go-hiking/hikes/frying-pan
Crystal Lakes,Mount Rainier Area,NE - Sunrise/White River,6,roundtrip,2600,5828,4.3,44,46.92273333,-121.5336167,10/31/21 0:00,437,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,No pass,https://www.wta.org/go-hiking/hikes/crystal-lakes
Iron Goat Trail - Winter Route,Central Cascades,Stevens Pass - West,,,,,0,0,47.7120293,-121.1622797,7/19/20 0:00,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/iron-goat-trail-snowshoe
Jumbo Peak,South Cascades,Dark Divide,6,roundtrip,1300,5801,2.75,4,46.33538333,-121.7433833,8/24/20 0:00,10,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/jumbo-peak
Jolly Mountain,Snoqualmie Region,Salmon La Sac/Teanaway,13.9,roundtrip,4000,6440,2.62,8,47.4044,-121.099117,11/5/21 0:00,69,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/jolly-mountain
Japanese Gulch,Puget Sound and Islands,Seattle-Tacoma Area,4,trails,174,363,3.2,10,47.94676382,-122.2920799,9/30/21 0:00,97,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/japanese-gulch
Jumpoff Ridge,Central Cascades,Stevens Pass - West,8,roundtrip,1800,2600,1,1,47.8537658,-121.5022057,8/1/20 0:00,23,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/jumpoff-ridge
Johnson Creek - Medra Pass,Snoqualmie Region,Salmon La Sac/Teanaway,8,roundtrip,2250,5420,3.7,10,47.3812,-120.885733,10/6/21 0:00,104,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/johnson-medra-creek
June Lake Snowshoe,South Cascades,Mount St. Helens,4.8,roundtrip,500,3140,3.75,4,46.1352375,-122.1568904,3/20/21 0:00,39,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,Sno-Parks Permit,https://www.wta.org/go-hiking/hikes/june-lake-snowshoe
Judi's Peak,Snoqualmie Region,Salmon La Sac/Teanaway,,,3417,6560,0,0,,,5/18/21 0:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/judis-peak
Jug Lake,South Cascades,White Pass/Cowlitz River Valley,7.4,roundtrip,1485,4480,2.89,9,46.72303333,-121.4366,9/1/21 0:00,23,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,https://www.wta.org/go-hiking/hikes/jug-lake
Ice Cave - Natural Bridges Nature Trails,South Cascades,Mount Adams Area,0.25,roundtrip,,2900,2.2,5,46.1298056,-121.8392125,5/17/21 0:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,https://www.wta.org/go-hiking/hikes/ice-cave-natural-bridges-nature-trails
Junction Lake,South Cascades,Mount Adams Area,5,roundtrip,700,4780,2.5,2,45.98114209,-121.7581594,7/8/21 0:00,5,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,,https://www.wta.org/go-hiking/hikes/indian-heaven-junction-lake
Indian Racetrack,South Cascades,Mount Adams Area,5,roundtrip,700,5200,3.33,6,46.1298056,-121.8392125,3/6/21 0:00,18,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,,https://www.wta.org/go-hiking/hikes/indian-racetrack
Howson Creek,Snoqualmie Region,Salmon La Sac/Teanaway,7,roundtrip,3400,5700,2.6,5,47.3514085,-121.1043602,7/2/21 0:00,24,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/howson-creek
Iron Creek Campground Loop,South Cascades,White Pass/Cowlitz River Valley,1.5,roundtrip,,1200,3,5,46.429127,-121.9877633,6/18/21 0:00,13,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/iron-creek-campground
Illahee Forest Preserve,Olympic Peninsula,Kitsap Peninsula,2.7,roundtrip,210,530,3,2,47.597645,-122.59798,3/9/21 0:00,14,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/illahee-preserve
Iceberg Point,Puget Sound and Islands,San Juan Islands,3,roundtrip,50,,4,6,48.42470111,-122.8774109,8/29/21 0:00,38,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,,https://www.wta.org/go-hiking/hikes/iceberg-point
Howard Creek,Central Cascades,Blewett Pass,6,roundtrip,,5600,2,4,47.31586013,-120.4998064,9/6/21 0:00,11,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/howard-creek
Lake Roosevelt National Recreation Area - Hawk Creek,Eastern Washington,Spokane Area/Coeur d'Alene,4.5,roundtrip,900,,0,0,47.810894,-118.310364,5/11/20 0:00,9,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/hawk-creek-lake-roosevelt-nra
Hawkins Mountain,Snoqualmie Region,Salmon La Sac/Teanaway,10,roundtrip,3360,7160,3.5,2,47.45383312,-121.0416985,10/16/21 0:00,45,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/hawkins-mountain
Holden to Hart Lake,Central Cascades,Entiat Mountains/Lake Chelan,9,roundtrip,1000,3982,3,3,48.199517,-120.779208,9/15/21 0:00,16,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,,https://www.wta.org/go-hiking/hikes/holden-to-heart-lake
High Lakes Ramble,South Cascades,Mount Adams Area,6.4,roundtrip,1350,4370,3,6,46.29296667,-121.5959833,8/31/20 0:00,6,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/high-lakes
Hibox Mountain,Snoqualmie Region,Snoqualmie Pass,10,roundtrip,3900,6560,3.4,5,47.40076024,-121.2840414,9/26/21 0:00,82,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/hibox-mountain
Heart O' the Forest,Olympic Peninsula,Northern Coast,4.8,roundtrip,500,1900,3,2,48.03504439,-123.4245149,7/23/21 0:00,18,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/heart-o-the-forest
